field,field_family,coverage_ratio,usable_rows,usable_dates,unique_values,lag_days,window,train_2025h2_days,train_2025h2_mean_ic,train_2025h2_median_ic,train_2025h2_ic_positive_rate,scan_stage,oos_2026_days,oos_2026_mean_ic,oos_2026_median_ic,oos_2026_ic_positive_rate,oos_2026_r3_on_days,oos_2026_r3_on_mean_ic,oos_2026_r3_on_median_ic,oos_2026_r3_on_ic_positive_rate,oos_2026_r3_off_days,oos_2026_r3_off_mean_ic,oos_2026_r3_off_median_ic,oos_2026_r3_off_ic_positive_rate,preferred_direction,decision,fast_score,train_2025h2_mean_spread,train_2025h2_median_turnover,train_2025h2_p90_turnover,train_2025h2_ls_ann,train_2025h2_ls_sortino,train_2025h2_ls_maxdd,train_2025h2_ls_top3_share,train_2025h2_ls_net10_ann,train_2025h2_ls_net10_sortino,train_2025h2_ls_net10_maxdd,oos_2026_mean_spread,oos_2026_median_turnover,oos_2026_p90_turnover,oos_2026_ls_ann,oos_2026_ls_sortino,oos_2026_ls_maxdd,oos_2026_ls_top3_share,oos_2026_ls_net10_ann,oos_2026_ls_net10_sortino,oos_2026_ls_net10_maxdd,oos_2026_r3_on_mean_spread,oos_2026_r3_on_median_turnover,oos_2026_r3_on_p90_turnover,oos_2026_r3_on_ls_ann,oos_2026_r3_on_ls_sortino,oos_2026_r3_on_ls_maxdd,oos_2026_r3_on_ls_top3_share,oos_2026_r3_on_ls_net10_ann,oos_2026_r3_on_ls_net10_sortino,oos_2026_r3_on_ls_net10_maxdd,oos_2026_r3_off_mean_spread,oos_2026_r3_off_median_turnover,oos_2026_r3_off_p90_turnover,oos_2026_r3_off_ls_ann,oos_2026_r3_off_ls_sortino,oos_2026_r3_off_ls_maxdd,oos_2026_r3_off_ls_top3_share,oos_2026_r3_off_ls_net10_ann,oos_2026_r3_off_ls_net10_sortino,oos_2026_r3_off_ls_net10_maxdd
vwap,daily_flow_liquidity,0.980757,879958,160,870933,1,train_2025h2,99,-0.015544,-0.002603,0.484848,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vwap,daily_flow_liquidity,0.980757,879958,160,870933,1,oos_2026,99,-0.015544,-0.002603,0.484848,fast_ic,61,-0.023124,-0.06189,0.42623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vwap,daily_flow_liquidity,0.980757,879958,160,870933,1,oos_2026_r3_on,99,-0.015544,-0.002603,0.484848,fast_ic,61,-0.023124,-0.06189,0.42623,22,0.007793,-0.035019,0.409091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vwap,daily_flow_liquidity,0.980757,879958,160,870933,1,oos_2026_r3_off,99,-0.015544,-0.002603,0.484848,fast_ic,61,-0.023124,-0.06189,0.42623,22,0.007793,-0.035019,0.409091,39,-0.040564,-0.074906,0.435897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ret,other_numeric,0.974348,874207,159,334550,1,train_2025h2,98,-0.001488,-0.008404,0.459184,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ret,other_numeric,0.974348,874207,159,334550,1,oos_2026,98,-0.001488,-0.008404,0.459184,fast_ic,61,-0.005682,0.017996,0.57377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ret,other_numeric,0.974348,874207,159,334550,1,oos_2026_r3_on,98,-0.001488,-0.008404,0.459184,fast_ic,61,-0.005682,0.017996,0.57377,22,-0.005534,0.023232,0.545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ret,other_numeric,0.974348,874207,159,334550,1,oos_2026_r3_off,98,-0.001488,-0.008404,0.459184,fast_ic,61,-0.005682,0.017996,0.57377,22,-0.005534,0.023232,0.545455,39,-0.005766,0.017996,0.589744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reta,other_numeric,0.974348,874207,159,334550,1,train_2025h2,98,-0.001488,-0.008404,0.459184,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reta,other_numeric,0.974348,874207,159,334550,1,oos_2026,98,-0.001488,-0.008404,0.459184,fast_ic,61,-0.005682,0.017996,0.57377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reta,other_numeric,0.974348,874207,159,334550,1,oos_2026_r3_on,98,-0.001488,-0.008404,0.459184,fast_ic,61,-0.005682,0.017996,0.57377,22,-0.005534,0.023232,0.545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reta,other_numeric,0.974348,874207,159,334550,1,oos_2026_r3_off,98,-0.001488,-0.008404,0.459184,fast_ic,61,-0.005682,0.017996,0.57377,22,-0.005534,0.023232,0.545455,39,-0.005766,0.017996,0.589744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retb,other_numeric,0.967939,868457,158,376683,1,train_2025h2,97,-0.00358,0.001858,0.515464,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retb,other_numeric,0.967939,868457,158,376683,1,oos_2026,97,-0.00358,0.001858,0.515464,fast_ic,61,-0.000166,0.008537,0.508197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retb,other_numeric,0.967939,868457,158,376683,1,oos_2026_r3_on,97,-0.00358,0.001858,0.515464,fast_ic,61,-0.000166,0.008537,0.508197,22,-0.005165,-0.002089,0.454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retb,other_numeric,0.967939,868457,158,376683,1,oos_2026_r3_off,97,-0.00358,0.001858,0.515464,fast_ic,61,-0.000166,0.008537,0.508197,22,-0.005165,-0.002089,0.454545,39,0.002654,0.013305,0.538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retc,other_numeric,0.961534,862710,157,397920,1,train_2025h2,96,-0.020626,-0.008504,0.479167,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retc,other_numeric,0.961534,862710,157,397920,1,oos_2026,96,-0.020626,-0.008504,0.479167,fast_ic,61,-0.016659,-0.039035,0.42623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retc,other_numeric,0.961534,862710,157,397920,1,oos_2026_r3_on,96,-0.020626,-0.008504,0.479167,fast_ic,61,-0.016659,-0.039035,0.42623,22,-0.016858,-0.038519,0.409091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retc,other_numeric,0.961534,862710,157,397920,1,oos_2026_r3_off,96,-0.020626,-0.008504,0.479167,fast_ic,61,-0.016659,-0.039035,0.42623,22,-0.016858,-0.038519,0.409091,39,-0.016547,-0.039629,0.435897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retd,other_numeric,0.948724,851217,155,425537,1,train_2025h2,94,-0.036365,-0.032116,0.393617,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retd,other_numeric,0.948724,851217,155,425537,1,oos_2026,94,-0.036365,-0.032116,0.393617,fast_ic,61,-0.015301,-0.031258,0.42623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retd,other_numeric,0.948724,851217,155,425537,1,oos_2026_r3_on,94,-0.036365,-0.032116,0.393617,fast_ic,61,-0.015301,-0.031258,0.42623,22,-0.020302,-0.023995,0.454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retd,other_numeric,0.948724,851217,155,425537,1,oos_2026_r3_off,94,-0.036365,-0.032116,0.393617,fast_ic,61,-0.015301,-0.031258,0.42623,22,-0.020302,-0.023995,0.454545,39,-0.01248,-0.036734,0.410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rete,other_numeric,0.916731,822512,150,452884,1,train_2025h2,89,-0.041791,-0.037579,0.359551,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rete,other_numeric,0.916731,822512,150,452884,1,oos_2026,89,-0.041791,-0.037579,0.359551,fast_ic,61,-0.024919,-0.032736,0.377049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rete,other_numeric,0.916731,822512,150,452884,1,oos_2026_r3_on,89,-0.041791,-0.037579,0.359551,fast_ic,61,-0.024919,-0.032736,0.377049,22,-0.034316,-0.039496,0.272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rete,other_numeric,0.916731,822512,150,452884,1,oos_2026_r3_off,89,-0.041791,-0.037579,0.359551,fast_ic,61,-0.024919,-0.032736,0.377049,22,-0.034316,-0.039496,0.272727,39,-0.019618,-0.01308,0.435897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retf,other_numeric,0.852808,765159,140,465322,1,train_2025h2,79,-0.035997,-0.038264,0.367089,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retf,other_numeric,0.852808,765159,140,465322,1,oos_2026,79,-0.035997,-0.038264,0.367089,fast_ic,61,-0.023471,-0.037603,0.42623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retf,other_numeric,0.852808,765159,140,465322,1,oos_2026_r3_on,79,-0.035997,-0.038264,0.367089,fast_ic,61,-0.023471,-0.037603,0.42623,22,-0.044569,-0.029098,0.409091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retf,other_numeric,0.852808,765159,140,465322,1,oos_2026_r3_off,79,-0.035997,-0.038264,0.367089,fast_ic,61,-0.023471,-0.037603,0.42623,22,-0.044569,-0.029098,0.409091,39,-0.01157,-0.044123,0.435897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amtm,other_numeric,0.852808,765159,140,465322,1,train_2025h2,79,-0.035997,-0.038264,0.367089,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amtm,other_numeric,0.852808,765159,140,465322,1,oos_2026,79,-0.035997,-0.038264,0.367089,fast_ic,61,-0.023471,-0.037603,0.42623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amtm,other_numeric,0.852808,765159,140,465322,1,oos_2026_r3_on,79,-0.035997,-0.038264,0.367089,fast_ic,61,-0.023471,-0.037603,0.42623,22,-0.044569,-0.029098,0.409091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amtm,other_numeric,0.852808,765159,140,465322,1,oos_2026_r3_off,79,-0.035997,-0.038264,0.367089,fast_ic,61,-0.023471,-0.037603,0.42623,22,-0.044569,-0.029098,0.409091,39,-0.01157,-0.044123,0.435897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turnover_rate,other_numeric,0.970312,870586,160,870456,1,train_2025h2,99,-0.058482,-0.056305,0.353535,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turnover_rate,other_numeric,0.970312,870586,160,870456,1,oos_2026,99,-0.058482,-0.056305,0.353535,fast_ic,61,-0.045697,-0.026869,0.47541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turnover_rate,other_numeric,0.970312,870586,160,870456,1,oos_2026_r3_on,99,-0.058482,-0.056305,0.353535,fast_ic,61,-0.045697,-0.026869,0.47541,22,-0.061734,-0.02757,0.454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turnover_rate,other_numeric,0.970312,870586,160,870456,1,oos_2026_r3_off,99,-0.058482,-0.056305,0.353535,fast_ic,61,-0.045697,-0.026869,0.47541,22,-0.061734,-0.02757,0.454545,39,-0.03665,-0.020976,0.487179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_up_streak,limit_tradability_or_event,0.980757,879958,160,19,1,train_2025h2,99,-0.02282,-0.0187,0.242424,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_up_streak,limit_tradability_or_event,0.980757,879958,160,19,1,oos_2026,99,-0.02282,-0.0187,0.242424,fast_ic,61,-0.026805,-0.014986,0.344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_up_streak,limit_tradability_or_event,0.980757,879958,160,19,1,oos_2026_r3_on,99,-0.02282,-0.0187,0.242424,fast_ic,61,-0.026805,-0.014986,0.344262,22,-0.026325,-0.019325,0.318182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_up_streak,limit_tradability_or_event,0.980757,879958,160,19,1,oos_2026_r3_off,99,-0.02282,-0.0187,0.242424,fast_ic,61,-0.026805,-0.014986,0.344262,22,-0.026325,-0.019325,0.318182,39,-0.027076,-0.008718,0.358974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_down_streak,limit_tradability_or_event,0.980757,879958,160,7,1,train_2025h2,99,-0.015395,-0.021452,0.181818,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_down_streak,limit_tradability_or_event,0.980757,879958,160,7,1,oos_2026,99,-0.015395,-0.021452,0.181818,fast_ic,61,-0.010835,-0.009912,0.180328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_down_streak,limit_tradability_or_event,0.980757,879958,160,7,1,oos_2026_r3_on,99,-0.015395,-0.021452,0.181818,fast_ic,61,-0.010835,-0.009912,0.180328,22,-0.01416,-0.013545,0.136364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_down_streak,limit_tradability_or_event,0.980757,879958,160,7,1,oos_2026_r3_off,99,-0.015395,-0.021452,0.181818,fast_ic,61,-0.010835,-0.009912,0.180328,22,-0.01416,-0.013545,0.136364,39,-0.008667,-0.007188,0.205128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_prev_close,other_numeric,0.980757,879958,160,22826,0,train_2025h2,99,-0.015574,-0.003688,0.494949,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_prev_close,other_numeric,0.980757,879958,160,22826,0,oos_2026,99,-0.015574,-0.003688,0.494949,fast_ic,61,-0.023291,-0.063173,0.42623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_prev_close,other_numeric,0.980757,879958,160,22826,0,oos_2026_r3_on,99,-0.015574,-0.003688,0.494949,fast_ic,61,-0.023291,-0.063173,0.42623,22,0.007645,-0.035676,0.409091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_prev_close,other_numeric,0.980757,879958,160,22826,0,oos_2026_r3_off,99,-0.015574,-0.003688,0.494949,fast_ic,61,-0.023291,-0.063173,0.42623,22,0.007645,-0.035676,0.409091,39,-0.040742,-0.075648,0.435897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_up_streak_close,limit_tradability_or_event,0.980757,879958,160,19,1,train_2025h2,99,-0.02282,-0.0187,0.242424,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_up_streak_close,limit_tradability_or_event,0.980757,879958,160,19,1,oos_2026,99,-0.02282,-0.0187,0.242424,fast_ic,61,-0.026805,-0.014986,0.344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_up_streak_close,limit_tradability_or_event,0.980757,879958,160,19,1,oos_2026_r3_on,99,-0.02282,-0.0187,0.242424,fast_ic,61,-0.026805,-0.014986,0.344262,22,-0.026325,-0.019325,0.318182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_up_streak_close,limit_tradability_or_event,0.980757,879958,160,19,1,oos_2026_r3_off,99,-0.02282,-0.0187,0.242424,fast_ic,61,-0.026805,-0.014986,0.344262,22,-0.026325,-0.019325,0.318182,39,-0.027076,-0.008718,0.358974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_down_streak_close,limit_tradability_or_event,0.980757,879958,160,7,1,train_2025h2,99,-0.015395,-0.021452,0.181818,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_down_streak_close,limit_tradability_or_event,0.980757,879958,160,7,1,oos_2026,99,-0.015395,-0.021452,0.181818,fast_ic,61,-0.010835,-0.009912,0.180328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_down_streak_close,limit_tradability_or_event,0.980757,879958,160,7,1,oos_2026_r3_on,99,-0.015395,-0.021452,0.181818,fast_ic,61,-0.010835,-0.009912,0.180328,22,-0.01416,-0.013545,0.136364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_down_streak_close,limit_tradability_or_event,0.980757,879958,160,7,1,oos_2026_r3_off,99,-0.015395,-0.021452,0.181818,fast_ic,61,-0.010835,-0.009912,0.180328,22,-0.01416,-0.013545,0.136364,39,-0.008667,-0.007188,0.205128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_up_streak_touch,limit_tradability_or_event,0.980757,879958,160,19,1,train_2025h2,99,-0.026123,-0.023754,0.30303,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_up_streak_touch,limit_tradability_or_event,0.980757,879958,160,19,1,oos_2026,99,-0.026123,-0.023754,0.30303,fast_ic,61,-0.032524,-0.023507,0.278689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_up_streak_touch,limit_tradability_or_event,0.980757,879958,160,19,1,oos_2026_r3_on,99,-0.026123,-0.023754,0.30303,fast_ic,61,-0.032524,-0.023507,0.278689,22,-0.032696,-0.02735,0.181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_up_streak_touch,limit_tradability_or_event,0.980757,879958,160,19,1,oos_2026_r3_off,99,-0.026123,-0.023754,0.30303,fast_ic,61,-0.032524,-0.023507,0.278689,22,-0.032696,-0.02735,0.181818,39,-0.032427,-0.015382,0.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_down_streak_touch,limit_tradability_or_event,0.980757,879958,160,8,1,train_2025h2,99,-0.016666,-0.019133,0.232323,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_down_streak_touch,limit_tradability_or_event,0.980757,879958,160,8,1,oos_2026,99,-0.016666,-0.019133,0.232323,fast_ic,61,-0.017329,-0.023237,0.229508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_down_streak_touch,limit_tradability_or_event,0.980757,879958,160,8,1,oos_2026_r3_on,99,-0.016666,-0.019133,0.232323,fast_ic,61,-0.017329,-0.023237,0.229508,22,-0.020084,-0.026836,0.136364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit_down_streak_touch,limit_tradability_or_event,0.980757,879958,160,8,1,oos_2026_r3_off,99,-0.016666,-0.019133,0.232323,fast_ic,61,-0.017329,-0.023237,0.229508,22,-0.020084,-0.026836,0.136364,39,-0.015833,-0.019148,0.282051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
market_high_board,other_numeric,0.980757,879958,160,19,1,train_2025h2,99,0.009335,0.004154,0.171717,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
market_high_board,other_numeric,0.980757,879958,160,19,1,oos_2026,99,0.009335,0.004154,0.171717,fast_ic,61,0.004645,0.001141,0.196721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
market_high_board,other_numeric,0.980757,879958,160,19,1,oos_2026_r3_on,99,0.009335,0.004154,0.171717,fast_ic,61,0.004645,0.001141,0.196721,22,0.012015,0.012936,0.227273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
market_high_board,other_numeric,0.980757,879958,160,19,1,oos_2026_r3_off,99,0.009335,0.004154,0.171717,fast_ic,61,0.004645,0.001141,0.196721,22,0.012015,0.012936,0.227273,39,0.000676,0.000224,0.179487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
streak_gap_to_market_high,other_numeric,0.980757,879958,160,19,1,train_2025h2,99,0.023362,0.019616,0.727273,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
streak_gap_to_market_high,other_numeric,0.980757,879958,160,19,1,oos_2026,99,0.023362,0.019616,0.727273,fast_ic,61,0.026763,0.012787,0.688525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
streak_gap_to_market_high,other_numeric,0.980757,879958,160,19,1,oos_2026_r3_on,99,0.023362,0.019616,0.727273,fast_ic,61,0.026763,0.012787,0.688525,22,0.026081,0.023076,0.727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
streak_gap_to_market_high,other_numeric,0.980757,879958,160,19,1,oos_2026_r3_off,99,0.023362,0.019616,0.727273,fast_ic,61,0.026763,0.012787,0.688525,22,0.026081,0.023076,0.727273,39,0.027148,0.012441,0.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_board_rank,other_numeric,0.980757,879958,160,9,1,train_2025h2,99,0.023047,0.019592,0.737374,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_board_rank,other_numeric,0.980757,879958,160,9,1,oos_2026,99,0.023047,0.019592,0.737374,fast_ic,61,0.026577,0.012441,0.672131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_board_rank,other_numeric,0.980757,879958,160,9,1,oos_2026_r3_on,99,0.023047,0.019592,0.737374,fast_ic,61,0.026577,0.012441,0.672131,22,0.025869,0.017414,0.681818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high_board_rank,other_numeric,0.980757,879958,160,9,1,oos_2026_r3_off,99,0.023047,0.019592,0.737374,fast_ic,61,0.026577,0.012441,0.672131,22,0.025869,0.017414,0.681818,39,0.026977,0.008718,0.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_range,minute_range_price_state,0.943598,846618,160,298479,0,train_2025h2,100,-0.051904,-0.049795,0.33,deep_top_bottom,60,-0.058944,-0.041393,0.35,21,-0.0733,-0.057197,0.238095,39,-0.051213,-0.039604,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.05817775,-0.000896,0.75,0.791987,-0.202113,-1.621577,-0.16440605,0.167569,-0.338715,-2.923144,-0.21575957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_range,minute_range_price_state,0.943598,846618,160,298479,0,oos_2026,100,-0.051904,-0.049795,0.33,deep_top_bottom,60,-0.058944,-0.041393,0.35,21,-0.0733,-0.057197,0.238095,39,-0.051213,-0.039604,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.05817775,-0.000896,0.75,0.791987,-0.202113,-1.621577,-0.16440605,0.167569,-0.338715,-2.923144,-0.21575957,-0.00378,0.754545,0.813636,-0.614964,-4.271987,-0.26166895,0.325239,-0.681896,-5.117932,-0.29081276,,,,,,,,,,,,,,,,,,,,
m1_first30_range,minute_range_price_state,0.943598,846618,160,298479,0,oos_2026_r3_on,100,-0.051904,-0.049795,0.33,deep_top_bottom,60,-0.058944,-0.041393,0.35,21,-0.0733,-0.057197,0.238095,39,-0.051213,-0.039604,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.05817775,-0.000896,0.75,0.791987,-0.202113,-1.621577,-0.16440605,0.167569,-0.338715,-2.923144,-0.21575957,-0.00378,0.754545,0.813636,-0.614964,-4.271987,-0.26166895,0.325239,-0.681896,-5.117932,-0.29081276,-0.004253,0.772727,0.827273,-0.658359,-8.062607,-0.10529024,0.707124,-0.719296,-9.144963,-0.11648833,,,,,,,,,,
m1_first30_range,minute_range_price_state,0.943598,846618,160,298479,0,oos_2026_r3_off,100,-0.051904,-0.049795,0.33,deep_top_bottom,60,-0.058944,-0.041393,0.35,21,-0.0733,-0.057197,0.238095,39,-0.051213,-0.039604,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.05817775,-0.000896,0.75,0.791987,-0.202113,-1.621577,-0.16440605,0.167569,-0.338715,-2.923144,-0.21575957,-0.00378,0.754545,0.813636,-0.614964,-4.271987,-0.26166895,0.325239,-0.681896,-5.117932,-0.29081276,-0.004253,0.772727,0.827273,-0.658359,-8.062607,-0.10529024,0.707124,-0.719296,-9.144963,-0.11648833,-0.003526,0.740909,0.792727,-0.589367,-3.414761,-0.17478149,0.437625,-0.659743,-4.142823,-0.19730858
m1_first30_range_minute,minute_range_price_state,0.943598,846618,160,298479,0,train_2025h2,100,-0.051904,-0.049795,0.33,deep_top_bottom,60,-0.058944,-0.041393,0.35,21,-0.0733,-0.057197,0.238095,39,-0.051213,-0.039604,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.05817775,-0.000896,0.75,0.791987,-0.202113,-1.621577,-0.16440605,0.167569,-0.338715,-2.923144,-0.21575957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1_first30_range_minute,minute_range_price_state,0.943598,846618,160,298479,0,oos_2026,100,-0.051904,-0.049795,0.33,deep_top_bottom,60,-0.058944,-0.041393,0.35,21,-0.0733,-0.057197,0.238095,39,-0.051213,-0.039604,0.410256,negative,FAST_CANDIDATE_AXIS_FOR_DEEP_SCAN,0.05817775,-0.000896,0.75,0.791987,-0.202113,-1.621577,-0.16440605,0.167569,-0.338715,-2.923144,-0.21575957,-0.00378,0.754545,0.813636,-0.614964,-4.271987,-0.26166895,0.325239,-0.681896,-5.117932,-0.29081276,,,,,,,,,,,,,,,,,,,,
