book,cluster_count,retention_vs_j0,median_turnover,p90_turnover,capacity_proxy_median,amount_20d_median,limit_suspension_loss_proxy,max_raw_share,source_lane_top_share,mean_pairwise_cluster_corr,max_pairwise_cluster_corr,equal_cost_adjusted_proxy,equal_book_ir_proxy,equal_max_cluster_weight,equal_top_cluster_contribution,inverse_turnover_cost_adjusted_proxy,inverse_turnover_book_ir_proxy,inverse_turnover_max_cluster_weight,inverse_turnover_top_cluster_contribution,liquidity_adjusted_cost_adjusted_proxy,liquidity_adjusted_book_ir_proxy,liquidity_adjusted_max_cluster_weight,liquidity_adjusted_top_cluster_contribution,amount_q,capacity_q,gate_mode,limit_max,susp_max,pass_gate,near_best,local_to_best
J4_relaxed_a0.05_c0.2_or_l0.25,18,0.529412,0.159695,0.260705,29354126.56123,1209759164.0,0.023877,0.153846,0.5,,,1.845075,1.845075,0.055556,0.112244,2.079015,2.079015,0.15757,0.203328,2.122635,2.122635,0.177363,0.224166,0.05,0.2,or,0.25,0.01,False,False,False
J4_relaxed_a0.05_c0.2_or_l0.3,18,0.529412,0.159695,0.260705,29354126.56123,1209759164.0,0.023877,0.153846,0.5,,,1.845075,1.845075,0.055556,0.112244,2.079015,2.079015,0.15757,0.203328,2.122635,2.122635,0.177363,0.224166,0.05,0.2,or,0.3,0.01,False,False,False
J4_relaxed_a0.1_c0.2_or_l0.2,18,0.529412,0.159695,0.260705,29354126.56123,1209759164.0,0.023877,0.153846,0.5,,,1.845075,1.845075,0.055556,0.112244,2.079015,2.079015,0.15757,0.203328,2.122635,2.122635,0.177363,0.224166,0.1,0.2,or,0.2,0.01,False,False,False
J4_relaxed_a0.1_c0.2_or_l0.25,18,0.529412,0.159695,0.260705,29354126.56123,1209759164.0,0.023877,0.153846,0.5,,,1.845075,1.845075,0.055556,0.112244,2.079015,2.079015,0.15757,0.203328,2.122635,2.122635,0.177363,0.224166,0.1,0.2,or,0.25,0.01,False,False,False
J4_relaxed_a0.1_c0.2_or_l0.3,18,0.529412,0.159695,0.260705,29354126.56123,1209759164.0,0.023877,0.153846,0.5,,,1.845075,1.845075,0.055556,0.112244,2.079015,2.079015,0.15757,0.203328,2.122635,2.122635,0.177363,0.224166,0.1,0.2,or,0.3,0.01,False,False,False
J4_relaxed_a0.15_c0.2_or_l0.2,18,0.529412,0.159695,0.260705,29354126.56123,1209759164.0,0.023877,0.153846,0.5,,,1.845075,1.845075,0.055556,0.112244,2.079015,2.079015,0.15757,0.203328,2.122635,2.122635,0.177363,0.224166,0.15,0.2,or,0.2,0.01,False,False,False
J4_relaxed_a0.15_c0.2_or_l0.25,18,0.529412,0.159695,0.260705,29354126.56123,1209759164.0,0.023877,0.153846,0.5,,,1.845075,1.845075,0.055556,0.112244,2.079015,2.079015,0.15757,0.203328,2.122635,2.122635,0.177363,0.224166,0.15,0.2,or,0.25,0.01,False,False,False
J4_relaxed_a0.15_c0.2_or_l0.3,18,0.529412,0.159695,0.260705,29354126.56123,1209759164.0,0.023877,0.153846,0.5,,,1.845075,1.845075,0.055556,0.112244,2.079015,2.079015,0.15757,0.203328,2.122635,2.122635,0.177363,0.224166,0.15,0.2,or,0.3,0.01,False,False,False
J4_relaxed_a0.0_c0.25_or_l0.2,17,0.5,0.148589,0.232665,32125730.722461,1291399550.4,0.022662,0.16,0.470588,,,1.911162,1.911162,0.058824,0.114737,2.110501,2.110501,0.161224,0.20494,2.143624,2.143624,0.18002,0.225296,0.0,0.25,or,0.2,0.01,False,False,False
J4_relaxed_a0.0_c0.25_or_l0.25,17,0.5,0.148589,0.232665,32125730.722461,1291399550.4,0.022662,0.16,0.470588,,,1.911162,1.911162,0.058824,0.114737,2.110501,2.110501,0.161224,0.20494,2.143624,2.143624,0.18002,0.225296,0.0,0.25,or,0.25,0.01,False,False,False
J4_relaxed_a0.0_c0.25_or_l0.3,17,0.5,0.148589,0.232665,32125730.722461,1291399550.4,0.022662,0.16,0.470588,,,1.911162,1.911162,0.058824,0.114737,2.110501,2.110501,0.161224,0.20494,2.143624,2.143624,0.18002,0.225296,0.0,0.25,or,0.3,0.01,False,False,False
J4_relaxed_a0.05_c0.25_or_l0.2,17,0.5,0.148589,0.232665,32125730.722461,1291399550.4,0.022662,0.16,0.470588,,,1.911162,1.911162,0.058824,0.114737,2.110501,2.110501,0.161224,0.20494,2.143624,2.143624,0.18002,0.225296,0.05,0.25,or,0.2,0.01,False,False,False
J4_relaxed_a0.05_c0.25_or_l0.25,17,0.5,0.148589,0.232665,32125730.722461,1291399550.4,0.022662,0.16,0.470588,,,1.911162,1.911162,0.058824,0.114737,2.110501,2.110501,0.161224,0.20494,2.143624,2.143624,0.18002,0.225296,0.05,0.25,or,0.25,0.01,False,False,False
J4_relaxed_a0.05_c0.25_or_l0.3,17,0.5,0.148589,0.232665,32125730.722461,1291399550.4,0.022662,0.16,0.470588,,,1.911162,1.911162,0.058824,0.114737,2.110501,2.110501,0.161224,0.20494,2.143624,2.143624,0.18002,0.225296,0.05,0.25,or,0.3,0.01,False,False,False
J4_relaxed_a0.1_c0.25_or_l0.2,17,0.5,0.148589,0.232665,32125730.722461,1291399550.4,0.022662,0.16,0.470588,,,1.911162,1.911162,0.058824,0.114737,2.110501,2.110501,0.161224,0.20494,2.143624,2.143624,0.18002,0.225296,0.1,0.25,or,0.2,0.01,False,False,False
J4_relaxed_a0.1_c0.25_or_l0.25,17,0.5,0.148589,0.232665,32125730.722461,1291399550.4,0.022662,0.16,0.470588,,,1.911162,1.911162,0.058824,0.114737,2.110501,2.110501,0.161224,0.20494,2.143624,2.143624,0.18002,0.225296,0.1,0.25,or,0.25,0.01,False,False,False
J4_relaxed_a0.1_c0.25_or_l0.3,17,0.5,0.148589,0.232665,32125730.722461,1291399550.4,0.022662,0.16,0.470588,,,1.911162,1.911162,0.058824,0.114737,2.110501,2.110501,0.161224,0.20494,2.143624,2.143624,0.18002,0.225296,0.1,0.25,or,0.3,0.01,False,False,False
J4_relaxed_a0.15_c0.25_or_l0.2,17,0.5,0.148589,0.232665,32125730.722461,1291399550.4,0.022662,0.16,0.470588,,,1.911162,1.911162,0.058824,0.114737,2.110501,2.110501,0.161224,0.20494,2.143624,2.143624,0.18002,0.225296,0.15,0.25,or,0.2,0.01,False,False,False
J4_relaxed_a0.15_c0.25_or_l0.25,17,0.5,0.148589,0.232665,32125730.722461,1291399550.4,0.022662,0.16,0.470588,,,1.911162,1.911162,0.058824,0.114737,2.110501,2.110501,0.161224,0.20494,2.143624,2.143624,0.18002,0.225296,0.15,0.25,or,0.25,0.01,False,False,False
J4_relaxed_a0.15_c0.25_or_l0.3,17,0.5,0.148589,0.232665,32125730.722461,1291399550.4,0.022662,0.16,0.470588,,,1.911162,1.911162,0.058824,0.114737,2.110501,2.110501,0.161224,0.20494,2.143624,2.143624,0.18002,0.225296,0.15,0.25,or,0.3,0.01,False,False,False
J4_relaxed_a0.2_c0.2_or_l0.2,17,0.5,0.148589,0.244509,32125730.722461,1291399550.4,0.024501,0.16,0.470588,,,1.89325,1.89325,0.058824,0.115823,2.106793,2.106793,0.161726,0.20594,2.140482,2.140482,0.18025,0.225915,0.2,0.2,or,0.2,0.01,False,False,False
J4_relaxed_a0.2_c0.2_or_l0.25,17,0.5,0.148589,0.244509,32125730.722461,1291399550.4,0.024501,0.16,0.470588,,,1.89325,1.89325,0.058824,0.115823,2.106793,2.106793,0.161726,0.20594,2.140482,2.140482,0.18025,0.225915,0.2,0.2,or,0.25,0.01,False,False,False
J4_relaxed_a0.2_c0.2_or_l0.3,17,0.5,0.148589,0.244509,32125730.722461,1291399550.4,0.024501,0.16,0.470588,,,1.89325,1.89325,0.058824,0.115823,2.106793,2.106793,0.161726,0.20594,2.140482,2.140482,0.18025,0.225915,0.2,0.2,or,0.3,0.01,False,False,False
J4_relaxed_a0.25_c0.0_or_l0.2,17,0.5,0.170802,0.251722,32125730.722461,1291399550.4,0.0264,0.16,0.470588,,,1.739014,1.739014,0.058824,0.126095,1.980121,1.980121,0.17567,0.238005,2.062988,2.062988,0.189364,0.246254,0.25,0.0,or,0.2,0.01,False,False,False
J4_relaxed_a0.25_c0.0_or_l0.25,17,0.5,0.170802,0.251722,32125730.722461,1291399550.4,0.0264,0.16,0.470588,,,1.739014,1.739014,0.058824,0.126095,1.980121,1.980121,0.17567,0.238005,2.062988,2.062988,0.189364,0.246254,0.25,0.0,or,0.25,0.01,False,False,False
J4_relaxed_a0.25_c0.0_or_l0.3,17,0.5,0.170802,0.251722,32125730.722461,1291399550.4,0.0264,0.16,0.470588,,,1.739014,1.739014,0.058824,0.126095,1.980121,1.980121,0.17567,0.238005,2.062988,2.062988,0.189364,0.246254,0.25,0.0,or,0.3,0.01,False,False,False
J4_relaxed_a0.25_c0.05_or_l0.2,17,0.5,0.170802,0.251722,32125730.722461,1291399550.4,0.0264,0.16,0.470588,,,1.739014,1.739014,0.058824,0.126095,1.980121,1.980121,0.17567,0.238005,2.062988,2.062988,0.189364,0.246254,0.25,0.05,or,0.2,0.01,False,False,False
J4_relaxed_a0.25_c0.05_or_l0.25,17,0.5,0.170802,0.251722,32125730.722461,1291399550.4,0.0264,0.16,0.470588,,,1.739014,1.739014,0.058824,0.126095,1.980121,1.980121,0.17567,0.238005,2.062988,2.062988,0.189364,0.246254,0.25,0.05,or,0.25,0.01,False,False,False
J4_relaxed_a0.25_c0.05_or_l0.3,17,0.5,0.170802,0.251722,32125730.722461,1291399550.4,0.0264,0.16,0.470588,,,1.739014,1.739014,0.058824,0.126095,1.980121,1.980121,0.17567,0.238005,2.062988,2.062988,0.189364,0.246254,0.25,0.05,or,0.3,0.01,False,False,False
J4_relaxed_a0.25_c0.1_or_l0.2,17,0.5,0.170802,0.251722,32125730.722461,1291399550.4,0.0264,0.16,0.470588,,,1.739014,1.739014,0.058824,0.126095,1.980121,1.980121,0.17567,0.238005,2.062988,2.062988,0.189364,0.246254,0.25,0.1,or,0.2,0.01,False,False,False
J4_relaxed_a0.25_c0.1_or_l0.25,17,0.5,0.170802,0.251722,32125730.722461,1291399550.4,0.0264,0.16,0.470588,,,1.739014,1.739014,0.058824,0.126095,1.980121,1.980121,0.17567,0.238005,2.062988,2.062988,0.189364,0.246254,0.25,0.1,or,0.25,0.01,False,False,False
J4_relaxed_a0.25_c0.1_or_l0.3,17,0.5,0.170802,0.251722,32125730.722461,1291399550.4,0.0264,0.16,0.470588,,,1.739014,1.739014,0.058824,0.126095,1.980121,1.980121,0.17567,0.238005,2.062988,2.062988,0.189364,0.246254,0.25,0.1,or,0.3,0.01,False,False,False
J4_relaxed_a0.25_c0.15_or_l0.2,17,0.5,0.170802,0.251722,32125730.722461,1291399550.4,0.0264,0.16,0.470588,,,1.739014,1.739014,0.058824,0.126095,1.980121,1.980121,0.17567,0.238005,2.062988,2.062988,0.189364,0.246254,0.25,0.15,or,0.2,0.01,False,False,False
J4_relaxed_a0.25_c0.15_or_l0.25,17,0.5,0.170802,0.251722,32125730.722461,1291399550.4,0.0264,0.16,0.470588,,,1.739014,1.739014,0.058824,0.126095,1.980121,1.980121,0.17567,0.238005,2.062988,2.062988,0.189364,0.246254,0.25,0.15,or,0.25,0.01,False,False,False
J4_relaxed_a0.25_c0.15_or_l0.3,17,0.5,0.170802,0.251722,32125730.722461,1291399550.4,0.0264,0.16,0.470588,,,1.739014,1.739014,0.058824,0.126095,1.980121,1.980121,0.17567,0.238005,2.062988,2.062988,0.189364,0.246254,0.25,0.15,or,0.3,0.01,False,False,False
J4_relaxed_a0.2_c0.25_or_l0.2,16,0.470588,0.126317,0.212095,39530666.928613,1701395152.0,0.023249,0.166667,0.4375,,,1.966478,1.966478,0.0625,0.118479,2.139791,2.139791,0.165579,0.207594,2.16209,2.16209,0.182995,0.227063,0.2,0.25,or,0.2,0.01,False,False,False
J4_relaxed_a0.2_c0.25_or_l0.25,16,0.470588,0.126317,0.212095,39530666.928613,1701395152.0,0.023249,0.166667,0.4375,,,1.966478,1.966478,0.0625,0.118479,2.139791,2.139791,0.165579,0.207594,2.16209,2.16209,0.182995,0.227063,0.2,0.25,or,0.25,0.01,False,False,False
J4_relaxed_a0.2_c0.25_or_l0.3,16,0.470588,0.126317,0.212095,39530666.928613,1701395152.0,0.023249,0.166667,0.4375,,,1.966478,1.966478,0.0625,0.118479,2.139791,2.139791,0.165579,0.207594,2.16209,2.16209,0.182995,0.227063,0.2,0.25,or,0.3,0.01,False,False,False
J4_relaxed_a0.25_c0.2_or_l0.2,16,0.470588,0.159695,0.250663,39530666.928613,1701395152.0,0.025383,0.166667,0.4375,,,1.847218,1.847218,0.0625,0.126128,2.043463,2.043463,0.181311,0.238034,2.105188,2.105188,0.193252,0.246272,0.25,0.2,or,0.2,0.01,False,False,False
J4_relaxed_a0.25_c0.2_or_l0.25,16,0.470588,0.159695,0.250663,39530666.928613,1701395152.0,0.025383,0.166667,0.4375,,,1.847218,1.847218,0.0625,0.126128,2.043463,2.043463,0.181311,0.238034,2.105188,2.105188,0.193252,0.246272,0.25,0.2,or,0.25,0.01,False,False,False
J4_relaxed_a0.25_c0.2_or_l0.3,16,0.470588,0.159695,0.250663,39530666.928613,1701395152.0,0.025383,0.166667,0.4375,,,1.847218,1.847218,0.0625,0.126128,2.043463,2.043463,0.181311,0.238034,2.105188,2.105188,0.193252,0.246272,0.25,0.2,or,0.3,0.01,False,False,False
J4_relaxed_a0.25_c0.25_or_l0.2,15,0.441176,0.148589,0.213655,46935603.134766,2111390753.6,0.024106,0.173913,0.4,,,1.92226,1.92226,0.066667,0.129285,2.078868,2.078868,0.186167,0.240247,2.127803,2.127803,0.196411,0.247637,0.25,0.25,or,0.2,0.01,False,False,False
J4_relaxed_a0.25_c0.25_or_l0.25,15,0.441176,0.148589,0.213655,46935603.134766,2111390753.6,0.024106,0.173913,0.4,,,1.92226,1.92226,0.066667,0.129285,2.078868,2.078868,0.186167,0.240247,2.127803,2.127803,0.196411,0.247637,0.25,0.25,or,0.25,0.01,False,False,False
J4_relaxed_a0.25_c0.25_or_l0.3,15,0.441176,0.148589,0.213655,46935603.134766,2111390753.6,0.024106,0.173913,0.4,,,1.92226,1.92226,0.066667,0.129285,2.078868,2.078868,0.186167,0.240247,2.127803,2.127803,0.196411,0.247637,0.25,0.25,or,0.3,0.01,False,False,False
